id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
42408782,https://www.airbnb.com/rooms/42408782,20231217045019,2023-12-17,city scrape,Condo in Winnipeg · ★4.67 · 2 bedrooms · 2 beds · 1 bath,,"The Exchange District is spilling with unique restaurants, breweries and boutique shops that are all within walking distance.  You’ll never run out of places to see or things to do!  Street parking available and public transportation nearby. <br /> <br />A few of our favourite restaurants include The Peasant Cookery,   Saddlery On Market, Carnival and CIBO Waterfront Cafe.  We highly recommend stopping by at least 1 of them!   <br /> <br />The Forks is a huge tourist attraction in our city and we are within walking distance!   The Museum of Human Rights is also located here.  This is a great social hub full of many great restaurants and local drinks.",https://a0.muscache.com/pictures/prohost-api/Hosting-42408782/original/178b7f40-af25-4f22-8882-3ff80fa720ee.jpeg,114498849,https://www.airbnb.com/users/show/114498849,Nest Host,2017-02-02,"Winnipeg, Canada","Hi there!  We at Nest Host are a locally owned/operated Short-Term Rental Property Management Company based here in Winnipeg, MB.  We strive to deliver a 5-star experience to our guests and our reputation proves we meet this expectation!   

Thank you for choosing to stay with us and if you have any questions about the properties we manage or our company, please reach out to us! 
",within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/80c974da-4ed4-4a67-98bb-9e28bd1bf9c7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/80c974da-4ed4-4a67-98bb-9e28bd1bf9c7.jpg?aki_policy=profile_x_medium,Portage - Ellice,68,81,"['email', 'phone', 'work_email']",t,t,"Winnipeg, Manitoba, Canada",Point Douglas,,49.89823,-97.13631,Entire condo,Entire home/apt,4,,1 bath,,2,[],$98.00,5,1125,2,14,1125,1125,11.7,1125.0,,t,23,53,83,354,2023-12-17,116,21,2,2020-03-03,2023-11-20,4.67,4.84,4.69,4.83,4.79,4.87,4.76,,f,67,67,0,0,2.51
42486260,https://www.airbnb.com/rooms/42486260,20231217045019,2023-12-17,city scrape,Condo in Winnipeg · ★4.73 · 1 bedroom · 1 bed · 1 bath,,"The Exchange District has plenty of neat restaurants, breweries and boutique shops that are all within walking distance. There is endless attractions, restaurants, pubs, bars to see!<br /> <br />A few favourite restaurants include SMITH, Mitchell Block, Across the Board Games Cafe, Forth, The Peasant Cookery, Saddlery, Carnival and CIBO Waterfront Cafe.<br /><br />The Forks and Human Rights Museum is a common tourist attraction within city and we are within walking distance! The Museum of Human Rights is free on Friday evenings ;). This is a great small hub full of many restaurants and local drinks. Head down to The Commons, grab a table and order a flight of beer or wine. It’s a lot of fun! There are restaurants surrounding the seating area. <br /><br />Street parking, lot parking, taxi and public transportation is easily accessible.",https://a0.muscache.com/pictures/51bd01d5-6f99-4e60-bb83-f832781fa564.jpg,74203278,https://www.airbnb.com/users/show/74203278,Roam,2016-05-26,"Winnipeg, Canada","Welcome to Roam Rentals! We are a property management company that focuses on high-end furnished rentals. Located in Winnipeg, Manitoba; It is our mission to provide a clean and well equipped space with prompt communication to our guests. Our cleaning staff are dedicated and hardworking, making efforts to ensure a tidy space. 

We have a team of hosts that will be helping you for the duration of your stay. Our company began a few years ago when we started hosting one property. Our love for the business, meeting new people and hospitality grew, so we started a full service property management company! 
Feel free to take a look at our other listings! We are here to help you with any questions or recommendations you may have. Winnipeg is home to local breweries, cafes and fantastic cuisine. 

Sincerely,

- Roam Rentals Team

IG: roam.rentals)





",within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/4d3d40d9-d57f-4029-b9c4-ab6bb9c3ff09.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4d3d40d9-d57f-4029-b9c4-ab6bb9c3ff09.jpg?aki_policy=profile_x_medium,Portage - Ellice,64,67,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Point Douglas,,49.89942,-97.13522,Entire condo,Entire home/apt,2,,1 bath,,1,[],$70.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,3,8,29,208,2023-12-17,92,22,0,2020-03-09,2023-10-02,4.73,4.88,4.77,4.79,4.71,4.88,4.78,,f,58,58,0,0,2.00
42621091,https://www.airbnb.com/rooms/42621091,20231217045019,2023-12-17,city scrape,Guest suite in Winnipeg · ★4.80 · 2 bedrooms · 2 beds · 1 bath,,"The home is nestled in the quiet exclusive neighborhood of Sargent Park only minutes away from a melting pot of cuisines of Asian, Italian, Indian, Caribbean, African restaurants and more. Located 10 minutes away from Winnipeg James Armstrong Airport. You'll be able to find Winnipeg's busiest shopping mall Polo Park along with many other shopping plazas in the area. If you're looking for more entertainment options, The Forks and Corydon are great places to visit with tons of dining, entertainment and retail therapy with many patios to enjoy the beautiful sunsets.",https://a0.muscache.com/pictures/miso/Hosting-42621091/original/e465db7d-d885-43ef-b817-1357ccea5bf5.png,325617908,https://www.airbnb.com/users/show/325617908,Ashley,2020-01-08,"Winnipeg, Canada","I’ve been a host for 3 years and love what I do! What I love most about being an Airbnb host is connecting with people from all over the world. 

Outside of Airbnb I love to hike, travel, cook and do pilates. 

I look forward to hosting!

Ashley ",within an hour,100%,94%,t,https://a0.muscache.com/im/pictures/user/fa86c54e-c1c3-4f10-8b0a-9213953e1a83.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fa86c54e-c1c3-4f10-8b0a-9213953e1a83.jpg?aki_policy=profile_x_medium,Sargent Park,5,8,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Daniel McIntyre,,49.89811,-97.17562,Entire guest suite,Entire home/apt,5,,1 bath,,2,[],$87.00,1,1125,1,3,1125,1125,1.6,1125.0,,t,30,60,90,180,2023-12-17,60,26,2,2020-03-05,2023-11-27,4.8,4.83,4.8,4.87,4.97,4.78,4.8,,f,1,1,0,0,1.30
42646643,https://www.airbnb.com/rooms/42646643,20231217045019,2023-12-17,city scrape,Bungalow in Winnipeg · ★4.87 · 1 bedroom · 1 bed · 1.5 shared baths,,"Minutes to grocery store, hair salon, bank, restaurants, and bus stop!",https://a0.muscache.com/pictures/b8ce54ed-9a1c-4992-b0ac-dddfd11404cf.jpg,110192366,https://www.airbnb.com/users/show/110192366,Stay549,2017-01-06,"Winnipeg, Canada","",within an hour,100%,92%,t,https://a0.muscache.com/im/pictures/user/3ce4fe15-ff5a-4289-8a0c-5ce0e4bd66d8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3ce4fe15-ff5a-4289-8a0c-5ce0e4bd66d8.jpg?aki_policy=profile_x_medium,Eric Coy,7,8,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Charleswood - Tuxedo - Westwood,,49.85696,-97.27633,Private room in bungalow,Private room,2,,1.5 shared baths,,1,[],$149.00,1,365,1,1,365,365,1.0,365.0,,t,27,57,87,256,2023-12-17,52,10,0,2021-06-07,2023-10-02,4.87,4.9,4.98,4.88,4.96,4.9,4.83,,f,7,1,6,0,1.69
42813425,https://www.airbnb.com/rooms/42813425,20231217045019,2023-12-17,city scrape,Guest suite in Winnipeg · ★4.80 · 1 bedroom · 1 bed · 1 bath,,"the place is located in River Heights , In walking distance Goodlife fitness, Walmart, Sobeys, Cinema, Grant Park shopping, CanadianTire, Co-op groceries, McDonalds, Pony Coral, Applebees, Fyonns, Salisbury, Cibc bank, RBC bank. PanAm Clinic and Pool are just minutes away.",https://a0.muscache.com/pictures/6cfdcf9c-5339-49c4-8d15-265d8cd90697.jpg,340995231,https://www.airbnb.com/users/show/340995231,Alex,2020-03-09,,"",within an hour,100%,0%,f,https://a0.muscache.com/im/pictures/user/6bccdb30-4165-48a8-85a5-65d25e849650.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6bccdb30-4165-48a8-85a5-65d25e849650.jpg?aki_policy=profile_x_medium,Grant Park,1,1,['phone'],t,f,"Winnipeg, Manitoba, Canada",River Heights - Fort Garry,,49.85918,-97.15851,Entire guest suite,Entire home/apt,2,,1 bath,,1,[],$71.00,14,1125,14,14,1125,1125,14.0,1125.0,,t,14,40,70,249,2023-12-17,5,0,0,2020-05-04,2020-11-11,4.8,5.0,4.8,5.0,5.0,4.8,4.8,,f,1,1,0,0,0.11
42830184,https://www.airbnb.com/rooms/42830184,20231217045019,2023-12-17,city scrape,Guest suite in Winnipeg · ★4.90 · 2 bedrooms · 2 beds · 1 bath,,"Located within the serene neighbourhood of Prairie Pointe in south west of Winnipeg, with recreational parks, pedestrian walkway, bike route and transit bus to different parts of the city. Just a few minutes drive to Superstore, Walmart and North Town shopping centre with Save on foods, banks, gas stations, fitness gyms, spa, massage centres, clinics, restaurants/café as Tim Hortons, Starbucks and KFC.",https://a0.muscache.com/pictures/miso/Hosting-42830184/original/c31465f5-17fc-4adc-a7bf-b233676a28c5.jpeg,340959175,https://www.airbnb.com/users/show/340959175,Temi,2020-03-09,,"",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/409b5444-cbe8-4056-a472-053d0be7cd29.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/409b5444-cbe8-4056-a472-053d0be7cd29.jpg?aki_policy=profile_x_medium,South Pointe West,1,1,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Waverley West,,49.769305,-97.1897692,Entire guest suite,Entire home/apt,4,,1 bath,,2,[],$80.00,1,27,1,1,1125,1125,1.0,1125.0,,t,23,53,83,83,2023-12-17,51,51,2,2023-01-08,2023-12-12,4.9,4.96,4.94,4.9,4.96,4.84,4.96,,f,1,1,0,0,4.45
42943055,https://www.airbnb.com/rooms/42943055,20231217045019,2023-12-17,city scrape,Townhouse in Winnipeg · ★4.90 · 1 bedroom · 2 beds · 1 private bath,,"Very quiet, family-friendly neighborhood situated in a Bay with small park adjacent the house for kids to play",https://a0.muscache.com/pictures/3114b2e8-e22d-4e68-9da0-af871478e527.jpg,95312694,https://www.airbnb.com/users/show/95312694,Azeez,2016-09-15,"Winnipeg, Canada","A reserved scientist and keen sports fan, willing to host or share in your space in order to ease your experience. Hoping that makes the world more tolerant. ",within a few hours,100%,89%,f,https://a0.muscache.com/im/pictures/user/7d542740-7cfe-4b5f-967f-53f116df14c9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d542740-7cfe-4b5f-967f-53f116df14c9.jpg?aki_policy=profile_x_medium,Maybank,2,2,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",River Heights - Fort Garry,,49.83822,-97.15557,Private room in townhouse,Private room,2,,1 private bath,,2,[],$50.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,2,16,46,226,2023-12-17,31,11,1,2020-03-29,2023-11-30,4.9,4.94,4.84,4.9,4.87,4.9,4.9,,f,2,1,1,0,0.68
42944185,https://www.airbnb.com/rooms/42944185,20231217045019,2023-12-17,city scrape,Guest suite in Winnipeg · ★5.0 · 2 bedrooms · 2 beds · 1 bath,,Serene and quite neighbourhood.,https://a0.muscache.com/pictures/09a6ff8e-1b29-4063-a0bd-03d05cfd4b9c.jpg,341920704,https://www.airbnb.com/users/show/341920704,Sylvester,2020-03-18,"Winnipeg, Canada","",within an hour,100%,94%,t,https://a0.muscache.com/im/pictures/user/f12d411c-5c39-4485-aaca-923f13609565.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f12d411c-5c39-4485-aaca-923f13609565.jpg?aki_policy=profile_x_medium,Saint Boniface,3,3,"['email', 'phone', 'work_email']",t,t,"Winnipeg, Manitoba, Canada",St. Vital,,49.82502,-97.05444,Entire guest suite,Entire home/apt,5,,1 bath,,2,[],$90.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,30,60,90,179,2023-12-17,36,12,0,2021-03-12,2023-10-12,5.0,4.97,5.0,5.0,5.0,4.86,4.94,,f,3,1,2,0,1.07
42965487,https://www.airbnb.com/rooms/42965487,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.89 · 1 bedroom · 1 bed · 1 bath,,"My neighborhood is quiet, with friendly neighbors on either side. There are young families and more established couples on my street. <br />There are many restaurants, bowling alleys, laundry mats, parks and a library in the area. Downtown Winnipeg is a 5 minute drive from my home. Airport is a 20 min drive from my home.<br />There are many places to visit close to my area: Human Rights Museum, The Manitoba Museum, The Forks, Winnipeg Art Gallery, Assiniboine Park Zoo.",https://a0.muscache.com/pictures/8aed6959-209a-40bd-8d9b-2bd5496d1c26.jpg,27379047,https://www.airbnb.com/users/show/27379047,Dorothy,2015-02-07,"Winnipeg, Canada","Welcome!
I love hosting guests!
I enjoy travel, walking, swimming, movies, gardening, and road trips.

",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/f0f3293d-258c-4c16-91d7-0a8e230e0798.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f0f3293d-258c-4c16-91d7-0a8e230e0798.jpg?aki_policy=profile_x_medium,Chalmers,1,1,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Elmwood - East Kildonan,,49.92123,-97.10788,Entire home,Entire home/apt,2,,1 bath,,1,[],$69.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,17,47,77,166,2023-12-17,195,60,4,2020-06-14,2023-12-03,4.89,4.94,4.98,4.93,4.97,4.78,4.87,,f,1,1,0,0,4.56
43059995,https://www.airbnb.com/rooms/43059995,20231217045019,2023-12-17,city scrape,Townhouse in Winnipeg · ★New · 2 bedrooms · 3 beds · 1 bath,,,https://a0.muscache.com/pictures/hosting/Hosting-43059995/original/8fe5d4ce-34b4-4ddd-b09a-8c46f419873a.jpeg,95312694,https://www.airbnb.com/users/show/95312694,Azeez,2016-09-15,"Winnipeg, Canada","A reserved scientist and keen sports fan, willing to host or share in your space in order to ease your experience. Hoping that makes the world more tolerant. ",within a few hours,100%,89%,f,https://a0.muscache.com/im/pictures/user/7d542740-7cfe-4b5f-967f-53f116df14c9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d542740-7cfe-4b5f-967f-53f116df14c9.jpg?aki_policy=profile_x_medium,Maybank,2,2,"['email', 'phone']",t,t,,River Heights - Fort Garry,,49.840034917089724,-97.15667654831311,Entire townhouse,Entire home/apt,4,,1 bath,,3,[],$75.00,2,120,2,2,1125,1125,2.0,1125.0,,t,17,47,77,167,2023-12-17,0,0,0,,,,,,,,,,,f,2,1,1,0,
43224355,https://www.airbnb.com/rooms/43224355,20231217045019,2023-12-17,previous scrape,Rental unit in Winnipeg · ★4.78 · Studio · 1 bed · 1 bath,,"The location is fantastic for getting around downtown and the city as a whole.  The forks & Human Rights Museum are a very quick walk.  We are close to many great restaurants and coffee shops, all major bus routes, the Bell Mts center, etc.  We have a full grocery store across the back lane.  There are lots of things to do and I have some pamphlets / maps in the unit to help you get to know Winnipeg.  We love it when guests leave menus and pamphlets behind of great places they have found when exploring.",https://a0.muscache.com/pictures/29e52f6f-d980-4605-b982-83c067a8c890.jpg,184170702,https://www.airbnb.com/users/show/184170702,Janice,2018-04-14,"Winnipeg, Canada",I was born and raised in Winnipeg and have done a lot of traveling in my life.  I know the city very well and have been a property manager hear in Winnipeg for 8 years now. ,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/c5b42d82-5c62-4d1a-bae4-7735dce3f1c6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c5b42d82-5c62-4d1a-bae4-7735dce3f1c6.jpg?aki_policy=profile_x_medium,Downtown,17,18,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Fort Rouge - East Fort Garry,,49.88847,-97.14049,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],,5,1125,5,5,1125,1125,5.0,1125.0,,,0,0,0,0,2023-12-17,69,14,1,2020-05-23,2023-11-19,4.78,4.84,4.59,4.94,4.94,4.78,4.8,,f,16,16,0,0,1.59
43268099,https://www.airbnb.com/rooms/43268099,20231217045019,2023-12-17,previous scrape,Rental unit in Winnipeg · ★4.72 · Studio · 1 bath,,"The location is fantastic for getting around downtown and the city as a whole.  The forks & Human Rights Museum are a very quick walk.  We are close to many great restaurants and coffee shops, all major bus routes, the Bell Mts center, etc.  We have a full grocery store across the back lane.  There are lots of things to do and I have some pamphlets / maps in the unit and the welcome book to help you get to know our lovely city of Winnipeg.",https://a0.muscache.com/pictures/e22fc68e-863f-4800-8231-9731b4b70d7c.jpg,184170702,https://www.airbnb.com/users/show/184170702,Janice,2018-04-14,"Winnipeg, Canada",I was born and raised in Winnipeg and have done a lot of traveling in my life.  I know the city very well and have been a property manager hear in Winnipeg for 8 years now. ,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/c5b42d82-5c62-4d1a-bae4-7735dce3f1c6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c5b42d82-5c62-4d1a-bae4-7735dce3f1c6.jpg?aki_policy=profile_x_medium,Downtown,17,18,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Fort Rouge - East Fort Garry,,49.88781,-97.14015,Entire rental unit,Entire home/apt,2,,1 bath,,,[],,4,730,4,4,730,730,4.0,730.0,,,0,0,0,0,2023-12-17,39,1,1,2020-05-22,2023-11-19,4.72,4.87,4.67,4.97,4.95,4.67,4.64,,f,16,16,0,0,0.90
43451577,https://www.airbnb.com/rooms/43451577,20231217045019,2023-12-17,city scrape,Condo in Winnipeg · ★4.77 · 2 bedrooms · 2 beds · 1 bath,,"Being in the heart of downtown you're steps away from BellMTS Place, The Convention Centre, The Historic Exchange District, Theatres, exquisite restaurants and nightlife and so much more!  You literally have Winnipeg at your fingertips!  Winnipeg is exploding with culture, great local restaurants and shops.  You'll never run out of things to do or places to see! <br /> <br />A few of our favourite restaurants are Rudy's Eat & Drink, Brown's Social House and The Keg!  Please reach out to us for recommendations!",https://a0.muscache.com/pictures/prohost-api/Hosting-43451577/original/b21c0191-c411-4426-91fd-02c9de3f6a1e.jpeg,114498849,https://www.airbnb.com/users/show/114498849,Nest Host,2017-02-02,"Winnipeg, Canada","Hi there!  We at Nest Host are a locally owned/operated Short-Term Rental Property Management Company based here in Winnipeg, MB.  We strive to deliver a 5-star experience to our guests and our reputation proves we meet this expectation!   

Thank you for choosing to stay with us and if you have any questions about the properties we manage or our company, please reach out to us! 
",within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/80c974da-4ed4-4a67-98bb-9e28bd1bf9c7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/80c974da-4ed4-4a67-98bb-9e28bd1bf9c7.jpg?aki_policy=profile_x_medium,Portage - Ellice,68,81,"['email', 'phone', 'work_email']",t,t,"Winnipeg, Manitoba, Canada",Daniel McIntyre,,49.89369,-97.14518,Entire condo,Entire home/apt,4,,1 bath,,2,[],$101.00,2,999,2,14,999,999,11.7,999.0,,t,27,57,87,362,2023-12-17,44,18,0,2020-07-13,2023-09-04,4.77,4.82,4.73,4.82,4.8,4.73,4.7,,f,67,67,0,0,1.05
43489001,https://www.airbnb.com/rooms/43489001,20231217045019,2023-12-17,city scrape,Condo in Winnipeg · ★4.50 · 2 bedrooms · 2 beds · 1 bath,,"The Exchange District is spilling with unique restaurants, breweries and boutique shops that are all within walking distance.  You’ll never run out of places to see or things to do!  Street parking available and public transportation nearby. <br /> <br />A few of our favourite restaurants include The Peasant Cookery,   Saddlery On Market, Carnival and CIBO Waterfront Cafe.  We highly recommend stopping by at least 1 of them!   <br /> <br />The Forks is a huge tourist attraction in our city and we are within walking distance!   The Museum of Human Rights is also located here.  This is a great social hub full of many great restaurants and local drinks.",https://a0.muscache.com/pictures/prohost-api/Hosting-43489001/original/f4e61d25-d2a6-4e61-9041-b2f89aa11fb7.jpeg,114498849,https://www.airbnb.com/users/show/114498849,Nest Host,2017-02-02,"Winnipeg, Canada","Hi there!  We at Nest Host are a locally owned/operated Short-Term Rental Property Management Company based here in Winnipeg, MB.  We strive to deliver a 5-star experience to our guests and our reputation proves we meet this expectation!   

Thank you for choosing to stay with us and if you have any questions about the properties we manage or our company, please reach out to us! 
",within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/80c974da-4ed4-4a67-98bb-9e28bd1bf9c7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/80c974da-4ed4-4a67-98bb-9e28bd1bf9c7.jpg?aki_policy=profile_x_medium,Portage - Ellice,68,81,"['email', 'phone', 'work_email']",t,t,"Winnipeg, Manitoba, Canada",Point Douglas,,49.89902,-97.13603,Entire condo,Entire home/apt,4,,1 bath,,2,[],$89.00,3,999,2,14,999,999,11.7,999.0,,t,0,18,48,323,2023-12-17,46,12,1,2020-06-03,2023-12-02,4.5,4.59,4.39,4.65,4.76,4.72,4.41,,f,67,67,0,0,1.07
43536646,https://www.airbnb.com/rooms/43536646,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.33 · 3 bedrooms · 4 beds · 2 baths,,"Close to downtown and all main supermarkets, shopping Center and 2 blocks from the hospital, brand newTims Hortons 2 block away, near the airport 13 dlls on taxi",https://a0.muscache.com/pictures/84cf7857-8148-4524-9498-ca1af3f1f643.jpg,294422265,https://www.airbnb.com/users/show/294422265,Susana,2019-09-12,,"",within a few hours,100%,100%,f,https://a0.muscache.com/im/pictures/user/8dd27963-8526-4d22-84dd-65fa4feb03c3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8dd27963-8526-4d22-84dd-65fa4feb03c3.jpg?aki_policy=profile_x_medium,West Alexander,1,1,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Point Douglas,,49.90915,-97.16006,Entire home,Entire home/apt,5,,2 baths,,4,[],$99.00,2,120,2,2,1125,1125,2.0,1125.0,,t,0,15,45,320,2023-12-17,52,7,1,2020-08-14,2023-11-19,4.33,4.25,4.38,4.5,4.42,4.12,4.33,,f,1,1,0,0,1.28
43554040,https://www.airbnb.com/rooms/43554040,20231217045019,2023-12-17,city scrape,Rental unit in Winnipeg · Studio · 1 private bath,,,https://a0.muscache.com/pictures/ef653134-07ed-4418-99d3-49dcfddb0656.jpg,225427538,https://www.airbnb.com/users/show/225427538,Ranjit,2018-11-12,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/5a2fa8ea-5812-4069-92f0-3d1756f2a210.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5a2fa8ea-5812-4069-92f0-3d1756f2a210.jpg?aki_policy=profile_x_medium,Amber Trails,1,1,"['email', 'phone']",t,t,,Old Kildonan,,49.96696,-97.16509,Private room in rental unit,Private room,2,,1 private bath,,,[],$50.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,23,53,83,173,2023-12-17,0,0,0,,,,,,,,,,,f,1,0,1,0,
43644307,https://www.airbnb.com/rooms/43644307,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,,"Shaughnessy Park is a pleasant neighbourhood for those who prefer a relaxed atmosphere. It is easy to access public green spaces since there are a few of them nearby for residents to explore. Most areas in this neighbourhood are reasonably quiet, as the streets are generally quite calm.<br /><br />12 mins from Winnipeg Airport, 11 mins from Polo Park Shopping Centre, and 5 mins from Garden City Shopping Centre. Walmart, Superstore, FreshCo, and Save-On-Foods all within 7 mins of your Airbnb.",https://a0.muscache.com/pictures/2faab54d-1229-4f24-9db9-1728c9b86514.jpg,184981743,https://www.airbnb.com/users/show/184981743,Alan And Loida,2018-04-18,"Winnipeg, Canada","We are a retired couple who own a duplex house. Too much space for the two of us. We have tried renting the other suite before so we are used to hosting the separate space for guests. Welcoming you to our Airbnb is one way of making use of either the complete suite or single room spaces and also earning extra on the side. We provide a simple, comfortable space for those who are looking for a short stay in Winnipeg.",within an hour,100%,88%,t,https://a0.muscache.com/im/pictures/user/3202f773-28e1-4e98-b49d-93e904f1708a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3202f773-28e1-4e98-b49d-93e904f1708a.jpg?aki_policy=profile_x_medium,Shaughnessy Park,3,3,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Point Douglas,,49.92636,-97.17248,Private room in home,Private room,2,,1 shared bath,,1,[],$40.00,7,31,7,7,1125,1125,7.0,1125.0,,t,15,15,15,15,2023-12-17,74,9,0,2020-06-15,2023-10-20,4.88,4.88,4.95,4.93,4.91,4.8,4.86,,f,3,1,2,0,1.73
43714385,https://www.airbnb.com/rooms/43714385,20231217045019,2023-12-17,city scrape,Condo in Winnipeg · ★4.82 · 2 bedrooms · 2 beds · 1 bath,,Areas of interest in the surrounding area: <br />Health Sciences Centre<br />Restaurants <br />City Centre<br />Office Buildings<br />Richardson Building<br />RBC Building<br />University of Winnipeg<br />The Forks<br />Manitoba Human Rights Museum <br />Concert Hall <br />*The list goes on!,https://a0.muscache.com/pictures/miso/Hosting-43714385/original/094859b3-f9c8-44ac-b0e4-a1f199d1ebdd.jpeg,74203278,https://www.airbnb.com/users/show/74203278,Roam,2016-05-26,"Winnipeg, Canada","Welcome to Roam Rentals! We are a property management company that focuses on high-end furnished rentals. Located in Winnipeg, Manitoba; It is our mission to provide a clean and well equipped space with prompt communication to our guests. Our cleaning staff are dedicated and hardworking, making efforts to ensure a tidy space. 

We have a team of hosts that will be helping you for the duration of your stay. Our company began a few years ago when we started hosting one property. Our love for the business, meeting new people and hospitality grew, so we started a full service property management company! 
Feel free to take a look at our other listings! We are here to help you with any questions or recommendations you may have. Winnipeg is home to local breweries, cafes and fantastic cuisine. 

Sincerely,

- Roam Rentals Team

IG: roam.rentals)





",within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/4d3d40d9-d57f-4029-b9c4-ab6bb9c3ff09.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4d3d40d9-d57f-4029-b9c4-ab6bb9c3ff09.jpg?aki_policy=profile_x_medium,Portage - Ellice,64,67,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Daniel McIntyre,,49.89501,-97.1443,Entire condo,Entire home/apt,4,,1 bath,,2,[],$126.00,2,1125,2,12,1125,1125,8.7,1125.0,,t,19,49,79,259,2023-12-17,156,19,0,2020-06-24,2023-11-12,4.82,4.87,4.78,4.89,4.91,4.92,4.79,,f,58,58,0,0,3.68
