id,first_review,last_review,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
977776653216899527,2023-09-21,2024-03-16,64,64,5,5,5,5,5,5,5,5,10
977845397510068024,2024-03-01,2024-03-01,1,1,1,5,5,5,5,5,5,5,1
978152267607221413,2023-10-12,2024-02-02,3,3,0,5,5,5,5,5,5,5,1
978220142494062538,2023-10-07,2023-10-26,2,2,0,4,4,4,5,4,4,4,0
979049840758705054,2023-09-18,2024-03-15,12,12,1,5,5,5,5,5,5,5,2
979087028440575097,2023-10-16,2024-03-15,22,22,6,5,5,5,5,5,5,5,4
979204370934726017,2023-09-29,2024-01-28,12,12,0,5,5,4,5,5,4,4,2
979833087547970904,2023-10-01,2024-02-19,7,7,0,5,4,5,4,5,5,4,1
980567222549028325,2023-09-24,2024-03-05,11,11,4,5,5,5,5,5,5,5,2
980658342949416511,2023-10-01,2023-10-01,1,1,0,5,5,5,5,5,5,5,0
981312152655596720,2023-11-22,2024-03-01,3,3,1,5,5,5,5,5,5,5,1
981372520636522920,2023-09-24,2023-11-18,11,11,0,5,5,5,5,5,5,5,2
981412399985484708,2023-09-24,2024-03-19,12,12,4,5,5,5,5,5,5,5,2
982251304628929137,2023-09-20,2024-03-16,22,22,5,5,5,5,5,5,5,5,4
983438992434089459,2023-10-29,2024-03-22,15,15,5,5,5,5,5,5,5,5,3
983956977531341035,2023-09-24,2024-03-16,18,18,5,5,5,5,5,5,5,5,3
985247797226626371,2023-10-03,2024-03-17,3,3,1,5,5,5,5,5,5,5,1
985427034339258507,2023-10-22,2024-03-20,8,8,3,5,5,5,5,5,5,5,2
986344261751959503,2023-09-29,2023-10-30,3,3,0,5,5,5,5,5,5,5,1
986880706577657368,2023-10-21,2024-03-12,13,13,4,5,5,5,5,5,5,5,3
986899212950346713,2023-10-20,2023-10-20,1,1,0,4,5,5,5,5,4,5,0
986954907326832053,2023-10-14,2024-03-17,10,10,1,5,5,5,5,5,4,5,2
987161124372780745,2023-12-22,2024-01-10,3,3,0,5,5,5,5,5,5,5,1
987719607068132186,2023-11-12,2024-03-10,7,7,1,5,5,5,5,5,5,5,2
987755074054496545,2023-11-18,2024-02-04,9,9,0,5,5,5,5,5,4,4,2
987772761885634839,2023-10-19,2024-03-06,6,6,1,4,4,4,5,4,4,4,1
987791484772349254,2023-10-11,2024-03-10,14,14,2,5,5,5,5,5,4,4,3
987908007126572588,2023-10-09,2024-03-10,18,18,2,5,5,5,5,5,5,5,3
987944052201180185,2023-10-11,2024-03-15,9,9,1,5,5,5,5,5,5,4,2
987962545457610137,2023-11-21,2024-03-18,11,11,3,5,5,5,5,5,5,5,3
987963842299458123,2023-10-04,2024-02-27,7,7,1,5,5,5,5,5,5,5,1
987988677212353741,2023-10-09,2024-03-22,15,15,6,4,4,5,4,5,4,4,3
988274325064226284,2023-09-30,2023-10-15,2,2,0,5,5,5,4,5,5,5,0
988281939026137547,2023-10-07,2024-03-02,12,12,1,5,5,4,5,5,5,5,2
988327258949286736,2023-11-12,2023-11-27,3,3,0,5,5,5,4,4,4,4,1
988347720475736338,2023-10-08,2024-03-08,11,11,1,5,5,5,5,5,5,5,2
988539488418394491,2023-12-24,2024-01-28,2,2,0,5,5,5,5,5,5,5,1
988660394403626015,2023-09-29,2024-03-20,33,33,4,5,5,5,5,5,5,5,6
989019161630262223,2023-10-09,2024-03-18,13,13,1,4,4,5,4,5,5,4,2
989040291177451056,2023-10-24,2024-03-10,7,7,2,4,4,5,4,4,4,4,1
989060056751976601,2023-10-14,2024-02-28,18,18,2,5,5,5,5,5,5,5,3
989082322047892194,2023-10-14,2023-10-26,2,2,0,5,5,5,5,5,5,4,0
989389545518941486,2023-10-01,2023-10-02,2,2,0,5,5,5,5,5,5,5,0
989422365490655659,2023-10-19,2024-03-10,17,17,2,5,5,5,5,5,5,5,3
989457890260599583,2023-10-22,2024-03-17,15,15,2,5,5,5,5,5,5,5,3
989875366951444344,2023-10-07,2024-03-06,19,19,2,5,5,5,5,5,5,5,3
990503490901699192,2023-10-21,2023-12-30,9,9,0,5,5,5,5,5,5,5,2
990594072621107577,2023-11-12,2024-03-10,16,16,3,4,5,4,5,5,5,5,4
991659334993740347,2023-10-09,2023-12-23,4,4,0,5,5,5,5,5,5,5,1
992092097262708450,2023-11-30,2023-11-30,1,1,0,5,5,5,5,5,5,5,0
992958924310759465,2023-10-09,2024-03-15,31,31,5,5,5,4,5,5,5,5,6
992962920610244699,2023-11-15,2024-03-10,13,13,3,5,5,5,5,5,5,5,3
993670210593205976,2023-10-19,2023-10-19,1,1,0,5,5,5,5,5,5,5,0
993708792896539824,2023-10-20,2024-03-19,24,24,8,5,5,5,5,5,5,5,5
994333085293581482,2023-10-28,2023-10-28,1,1,0,5,5,3,4,5,5,5,0
994495187475823411,2023-10-09,2024-03-20,50,50,5,5,5,5,5,5,5,5,9
995190731332920229,2023-10-28,2024-03-02,2,2,1,3,3,3,4,4,3,3,0
995852812188130199,2023-10-29,2024-02-25,7,7,1,5,5,5,5,5,5,4,1
996338269846079806,2023-11-07,2023-11-30,2,2,0,5,5,5,5,5,5,4,0
997335294190173530,2023-12-15,2024-02-23,5,5,1,5,5,5,5,5,4,5,2
997739793191468056,2023-11-26,2024-01-17,3,3,0,2,2,2,2,2,2,2,1
997760757527928960,2023-11-30,2024-03-07,3,3,2,4,3,4,4,5,5,4,1
998708220385246607,2024-02-29,2024-02-29,1,1,1,5,5,5,5,5,5,5,1
998716634086479647,2023-10-21,2024-03-17,19,19,6,5,5,5,5,5,5,5,4
999265325024358917,2023-10-22,2024-03-10,5,5,2,5,5,5,5,5,5,5,1
999303030502782034,2023-10-15,2023-12-17,5,5,0,4,4,5,5,5,5,5,1
999372468067124969,2023-10-16,2024-01-12,11,11,0,5,5,5,5,5,5,5,2
999468017403107879,2023-10-15,2024-01-28,6,6,0,5,5,5,5,5,5,5,1
1000619253686535413,2024-01-17,2024-01-17,1,1,0,5,5,5,5,5,5,5,0
1002833635923001939,2023-12-20,2024-02-10,3,3,0,5,5,5,5,5,5,5,1
1002833698651351995,2024-01-14,2024-02-19,5,5,0,5,5,5,5,5,5,5,2
1002836791025814697,2023-10-19,2024-03-07,21,21,3,4,5,4,5,5,5,5,4
1003011057655661934,2024-01-19,2024-03-06,4,4,1,5,5,5,5,5,5,5,2
1003055008085980869,2023-11-11,2023-11-19,3,3,0,5,5,5,5,5,5,5,1
1003132676686599052,2023-10-23,2024-02-24,4,4,1,5,5,5,5,5,5,4,1
1003557625927021637,2023-10-29,2024-03-01,4,4,1,5,5,5,5,5,5,5,1
1003629699589669461,2023-11-24,2023-11-24,1,1,0,5,5,5,5,5,5,5,0
1003633057626492133,2024-01-21,2024-03-02,2,2,1,5,5,5,5,5,5,5,1
1003635172719915505,2023-12-25,2024-03-07,4,4,1,5,5,5,5,5,5,5,1
1003646324838728705,2023-11-27,2024-01-31,2,2,0,5,5,5,5,5,5,4,1
1003755976802943204,2023-12-22,2024-02-09,2,2,0,4,5,4,3,4,4,3,1
1004408358153690639,2024-02-18,2024-02-18,1,1,0,5,5,5,5,5,5,5,1
1004625461269796464,2023-11-19,2024-03-07,11,11,3,5,4,5,4,5,5,5,3
1005402739548068077,2023-11-21,2024-03-17,10,10,2,5,5,5,5,5,5,5,2
1005798445465723201,2023-11-17,2024-03-03,4,4,1,5,5,5,5,5,5,5,1
1005880706746730749,2023-12-27,2023-12-27,1,1,0,5,5,5,5,5,5,5,0
1006780862136737572,2023-12-26,2024-03-19,6,6,3,5,5,5,5,5,5,5,2
1007551082775286324,2023-10-31,2024-02-16,2,2,0,3,4,3,5,3,5,3,0
1008302944204497124,2023-12-04,2024-03-17,10,10,3,5,5,5,5,5,5,5,3
1009566409748620244,2023-10-31,2024-01-02,7,7,0,4,4,4,4,4,5,4,1
1010457663264280084,2023-11-18,2024-03-22,13,13,3,4,4,5,5,5,5,4,3
1011179612816743290,2023-11-03,2024-03-04,8,8,1,5,5,5,5,5,5,5,2
1011758717365584383,2024-01-07,2024-01-23,2,2,0,5,5,5,5,5,5,5,1
1012320455337213087,2023-11-25,2024-02-18,5,5,0,4,4,5,4,4,5,5,1
1013863540576127632,2023-11-20,2024-03-17,10,10,3,5,5,5,5,5,5,5,2
1013955213174083299,2023-11-06,2024-03-10,15,15,1,5,5,5,5,5,4,5,3
1014062404431085078,2023-11-05,2024-01-21,5,5,0,5,5,5,5,5,5,5,1
1014516127177478782,2023-12-24,2023-12-31,4,4,0,4,5,5,5,5,5,4,1
1015068886502579283,2023-11-13,2024-02-15,2,2,0,5,5,5,5,5,5,5,0
1016006357466149940,2023-11-06,2024-01-25,2,2,0,4,5,5,5,5,5,5,0
1016092939697173213,2024-02-11,2024-03-06,2,2,1,5,5,5,5,5,5,5,1
1017437022910991006,2023-11-15,2024-03-22,19,19,3,5,5,5,5,5,5,5,4
1017522686173867417,2023-11-11,2024-03-10,15,15,4,5,5,5,5,5,5,5,3
1018103802104873967,2023-11-18,2024-03-17,25,25,3,4,4,5,5,5,4,4,6
1018311044744051662,2024-01-05,2024-02-29,3,3,1,5,5,5,5,5,5,5,1
1018340713606705913,2023-11-18,2024-03-10,10,10,2,5,5,5,5,5,5,5,2
1019067380180681223,2023-12-10,2023-12-10,1,1,0,5,5,4,5,5,5,5,0
1020325448796280794,2023-12-05,2023-12-05,1,1,0,5,5,5,5,5,5,5,0
1020411738562923944,2024-01-07,2024-03-03,19,19,2,5,5,5,5,5,5,5,7
1021125618457326842,2023-11-15,2023-11-30,3,3,0,5,5,5,5,5,5,5,1
1021321456574727393,2023-11-17,2023-11-19,2,2,0,4,4,3,4,4,5,3,0
1021321846165016117,2023-11-18,2024-03-10,4,4,1,5,5,5,5,5,5,5,1
1021500612082594588,2023-11-12,2024-03-07,14,14,3,5,5,5,5,5,5,5,3
1022014188645740481,2023-11-23,2024-03-16,4,4,2,5,5,5,5,5,5,5,1
1023350832484948312,2024-03-17,2024-03-17,1,1,1,5,5,5,5,5,5,5,1
1023752979925736943,2023-11-18,2024-02-16,3,3,0,5,5,5,5,5,5,5,1
1023884036685262468,2023-11-15,2023-12-31,4,4,0,5,5,5,5,5,5,5,1
1024111955216007934,2023-12-02,2024-03-16,19,19,3,5,5,5,5,5,5,5,5
1026046139509982355,2024-01-01,2024-02-19,4,4,0,5,5,5,5,5,5,5,1
1026923521222735471,2023-12-17,2023-12-31,3,3,0,5,5,4,5,5,5,5,1
1028341203930893855,2023-11-27,2024-03-14,7,7,3,5,4,5,5,5,5,4,2
1028365610883836530,2023-12-02,2024-03-17,13,13,3,5,5,5,5,5,5,5,3
1028550433912690549,2023-11-26,2023-12-28,8,8,0,5,5,5,5,5,5,5,2
1029013332746960620,2024-01-09,2024-01-09,1,1,0,5,5,5,5,5,5,4,0
1029658303547190979,2023-12-01,2024-03-19,14,14,2,5,5,5,5,5,5,5,4
1029659957659310382,2023-12-03,2024-03-16,14,14,5,5,5,5,5,5,5,5,4
1031419418714368067,2023-12-26,2024-02-24,5,5,1,4,4,5,5,5,5,5,2
1031431746406462394,2024-01-23,2024-02-21,4,4,0,5,5,5,5,5,5,4,2
1031451465998612156,2024-01-16,2024-02-29,6,6,1,4,4,4,4,5,4,4,3
1031485864749729994,2023-12-03,2023-12-03,1,1,0,1,5,2,3,2,5,4,0
1031614643601243760,2024-01-02,2024-02-29,3,3,1,4,5,5,5,5,5,5,1
1032240713370836799,2023-12-03,2023-12-03,1,1,0,1,2,1,1,1,3,1,0
1032707741980046810,2023-12-21,2024-03-21,3,3,2,5,5,5,5,5,5,5,1
1032955609353567100,2024-01-14,2024-03-09,11,11,4,5,5,5,5,5,5,5,5
1034188838964002162,2023-12-26,2024-01-07,3,3,0,4,4,4,5,5,5,4,1
1034273990678517157,2023-12-07,2024-03-02,5,5,1,4,4,4,4,4,4,5,1
1034954013281951426,2024-03-03,2024-03-03,1,1,1,5,5,5,5,5,4,5,1
1034954333832364295,2023-12-30,2024-02-13,2,2,0,4,5,5,5,5,5,4,1
1034954541819317207,2024-01-04,2024-02-20,4,4,0,5,5,5,5,5,5,5,2
1035070528877569909,2023-12-15,2024-03-01,11,11,2,5,5,5,5,5,5,5,3
1035077041861408867,2023-12-13,2024-03-15,9,9,2,4,4,4,5,5,5,5,3
1036936144638019109,2024-02-10,2024-03-19,3,3,1,5,5,5,5,5,5,5,2
1037742668758628070,2023-12-12,2024-03-15,16,16,3,5,5,5,5,5,5,5,5
1040020428627886115,2023-12-08,2024-01-20,2,2,0,5,5,5,5,5,5,5,1
1040419134612044171,2023-12-31,2023-12-31,1,1,0,5,5,5,5,5,5,5,0
1040419351791422299,2023-12-24,2023-12-24,1,1,0,2,1,2,1,3,3,1,0
1041403485143053755,2023-12-17,2024-03-17,11,11,3,5,5,5,5,5,5,5,3
1041498716111575922,2024-03-09,2024-03-09,1,1,1,5,5,4,5,5,5,5,1
1041531990282121336,2024-01-08,2024-01-11,2,2,0,5,5,5,5,5,5,5,1
1042189988580241265,2023-12-17,2024-01-15,6,6,0,5,4,4,5,5,4,4,2
1042903774127481796,2023-12-19,2024-01-02,2,2,0,5,5,5,5,5,5,5,1
1043184077824299089,2023-12-17,2024-03-20,43,43,19,5,5,5,5,5,5,5,13
1043669398946976400,2023-12-17,2024-03-17,8,8,3,5,5,5,5,5,5,5,2
1044347363265825608,2024-01-04,2024-03-08,2,2,1,5,5,5,5,5,5,5,1
1044484062628190465,2023-12-26,2024-01-31,3,3,0,5,5,5,5,5,5,5,1
1044597335971615487,2024-01-22,2024-03-10,4,4,2,5,5,5,5,5,5,5,2
1045198794956786080,2024-01-06,2024-03-01,5,5,1,5,5,5,5,5,5,5,2
1045278960315581439,2024-03-03,2024-03-03,1,1,1,3,4,3,2,2,3,2,1
1045635135277015432,2024-01-30,2024-01-30,1,1,0,5,5,5,5,5,5,5,1
1045736973555789953,2024-03-09,2024-03-09,1,1,1,5,5,5,5,5,4,5,1
1046476228338061123,2024-03-01,2024-03-01,1,1,1,5,5,5,5,5,5,5,1
1047152491576723960,2024-01-05,2024-03-01,2,2,1,4,3,5,4,4,5,4,1
1047769360489953370,2023-12-31,2023-12-31,1,1,0,5,5,5,5,5,5,5,0
1047862869212127857,2024-01-09,2024-02-29,3,3,1,5,5,4,5,5,5,5,1
1048645520072978621,2024-01-07,2024-03-18,12,12,5,5,5,5,5,5,5,5,5
1048762662700533958,2023-12-27,2024-03-07,3,3,1,5,5,5,5,5,5,4,1
1048874470819269727,2023-12-26,2024-02-18,4,4,0,5,5,5,5,5,5,5,1
1049225987056242482,2024-01-22,2024-02-20,2,2,0,5,5,5,5,5,5,5,1
1049957839386802630,2023-12-25,2024-03-16,4,4,1,5,5,5,5,5,4,5,1
1050799107588126402,2024-03-01,2024-03-10,2,2,2,5,5,5,5,5,5,5,2
1051388753235134351,2024-01-01,2024-01-01,1,1,0,5,5,5,5,5,5,5,0
1051515827253826727,2024-01-11,2024-03-14,4,4,1,5,5,5,5,5,4,5,2
1052197618651141023,2023-12-28,2024-02-17,4,4,0,4,4,4,5,5,5,4,1
1053112905438214898,2024-01-01,2024-03-17,3,3,1,5,4,5,4,5,5,5,1
1053325170409583886,2023-12-31,2024-03-17,11,11,5,5,5,5,5,5,5,5,4
1053729078883753456,2024-01-02,2024-01-05,2,2,0,5,5,5,5,5,5,5,1
1054411650896513667,2024-01-29,2024-03-02,6,6,3,4,4,4,4,4,4,4,3
1054420158995685578,2023-12-30,2024-01-17,3,3,0,5,4,5,4,5,5,5,1
1054546195602901263,2024-01-06,2024-02-03,2,2,0,4,4,4,4,4,4,4,1
1055923687176255280,2024-01-01,2024-03-12,2,2,1,5,5,5,5,5,5,5,1
1055976418184313487,2024-01-30,2024-03-17,9,9,6,5,5,5,5,5,5,5,5
1056121032929568988,2024-01-02,2024-03-10,32,32,9,5,5,4,5,5,5,5,12
1056761174502286665,2024-01-19,2024-02-09,3,3,0,5,5,5,5,5,5,5,1
1056761796991787962,2024-01-23,2024-02-25,8,8,1,5,5,5,5,5,5,5,4
1058924249347856610,2024-01-15,2024-03-11,2,2,1,5,5,5,5,5,5,5,1
1059706271975950303,2024-01-21,2024-02-21,2,2,0,5,5,5,5,5,5,5,1
1059796708376632823,2024-02-02,2024-02-21,2,2,0,4,3,3,5,5,4,4,1
1060179794850798028,2024-01-21,2024-03-17,9,9,5,5,5,5,5,5,5,5,4
1060419567705022700,2024-01-11,2024-03-11,6,6,1,5,5,5,5,5,5,5,2
1061300391465375782,2024-01-11,2024-03-03,4,4,2,5,5,5,5,5,5,5,2
1061710537513464476,2024-01-08,2024-03-14,5,5,2,5,5,5,5,5,5,5,2
1061899479594669880,2024-01-09,2024-03-17,7,7,3,5,5,5,5,5,5,5,3
1063220304809521376,2024-02-19,2024-02-19,1,1,0,4,5,4,5,4,5,5,1
1063245331263801800,2024-01-20,2024-02-26,5,5,1,4,4,4,5,5,4,4,2
1063815845480425933,2024-01-18,2024-03-10,2,2,1,5,5,5,5,5,5,5,1
1064817349935069275,2024-01-17,2024-03-13,17,17,10,5,5,5,5,5,5,5,8
1065310803259579825,2024-01-21,2024-03-17,9,9,6,4,5,5,5,5,4,5,4
1065465108796646918,2024-02-05,2024-03-10,3,3,1,5,5,4,5,5,5,5,2
1065564154596505967,2024-02-16,2024-02-16,1,1,0,5,5,5,5,5,5,5,1
1066053602031490274,2024-01-22,2024-02-27,2,2,1,4,5,4,5,5,5,4,1
1066467542459354790,2024-02-19,2024-02-23,2,2,1,4,5,5,5,4,5,5,2
1066663623294149103,2024-01-23,2024-03-14,2,2,1,5,5,5,5,5,5,5,1
1068218225874105194,2024-01-20,2024-03-15,10,10,5,5,5,5,5,5,5,5,5
1068255547328484160,2024-01-21,2024-03-14,8,8,3,5,5,5,5,5,5,5,4
1070967008914394287,2024-03-01,2024-03-11,2,2,2,5,5,5,5,5,5,5,2
1071809987947061558,2024-02-18,2024-03-10,2,2,1,5,5,5,5,5,4,5,2
1072009844783898046,2024-01-26,2024-03-20,14,14,7,5,5,5,5,5,5,5,7
1072051414758869709,2024-02-04,2024-02-26,2,2,1,5,5,5,5,5,5,5,1
1074008654302317333,2024-03-18,2024-03-18,1,1,1,5,5,5,5,5,5,5,1
1074121992371627937,2024-02-17,2024-03-10,3,3,2,5,5,5,5,5,5,5,3
1074214975188896772,2024-02-02,2024-02-11,2,2,0,5,5,5,5,5,5,5,1
1075568243514856669,2024-01-26,2024-02-12,3,3,0,2,3,2,4,4,3,2,2
1075738753552704988,2024-02-25,2024-02-29,2,2,2,5,5,5,5,5,5,5,2
1075778353011349432,2024-01-31,2024-02-04,2,2,0,5,5,5,5,5,5,5,1
1076345650066088554,2024-02-03,2024-03-17,9,9,3,5,5,5,5,5,5,5,5
1076843148907171476,2024-01-30,2024-01-30,1,1,0,5,5,5,5,5,5,5,1
1076851733104238187,2024-02-02,2024-02-06,2,2,0,5,5,5,5,5,5,5,1
1076858178527435385,2024-02-10,2024-03-07,4,4,2,4,3,4,5,5,5,4,3
1076979291531040202,2024-02-24,2024-03-02,3,3,3,5,5,5,5,5,5,5,3
1077656751378555519,2024-03-01,2024-03-07,2,2,2,5,5,5,5,5,5,5,2
1078383820445486910,2024-02-03,2024-02-04,2,2,0,4,4,5,4,3,5,4,1
1078962302355637534,2024-03-02,2024-03-16,5,5,5,5,5,5,5,5,5,5,5
1079324020003654826,2024-03-03,2024-03-10,2,2,2,5,5,5,5,5,5,5,2
1081121485747446442,2024-02-18,2024-03-10,4,4,3,5,5,5,5,5,5,5,3
1082185357150120263,2024-02-14,2024-03-16,2,2,1,5,5,5,5,5,5,5,2
1083525698185013749,2024-03-10,2024-03-14,2,2,2,4,5,5,5,5,5,5,2
1085417538087233396,2024-02-28,2024-03-21,3,3,3,5,5,5,5,5,5,5,3
1085714544539729200,2024-03-05,2024-03-05,1,1,1,5,5,5,5,5,5,5,1
1086466585035884348,2024-02-21,2024-02-21,1,1,0,5,5,5,5,3,5,5,1
1087068536439839925,2024-03-05,2024-03-20,3,3,3,5,5,5,5,5,5,5,3
1089597207761786456,2024-02-15,2024-02-20,2,2,0,5,5,5,5,5,5,5,2
1090038736824797784,2024-02-19,2024-03-08,2,2,1,5,5,5,5,5,5,5,2
1090130820631868831,2024-02-17,2024-02-24,3,3,1,5,5,5,5,5,5,5,3
1090905335648190514,2024-02-17,2024-03-10,4,4,2,5,5,5,5,5,5,5,3
1091323862546893525,2024-02-18,2024-03-08,3,3,2,4,4,4,3,4,4,3,3
1091436414762639514,2024-02-18,2024-03-12,6,6,5,4,4,4,4,4,3,4,5
1092323274898895014,2024-02-25,2024-02-25,1,1,1,5,5,5,5,5,5,5,1
1094076329392608530,2024-03-09,2024-03-09,1,1,1,5,5,5,5,5,5,5,1
1094413843504229551,2024-03-07,2024-03-07,1,1,1,5,5,5,5,5,5,5,1
1095959260347762353,2024-02-29,2024-02-29,1,1,1,5,5,5,5,5,5,5,1
1098644074427645290,2024-03-06,2024-03-20,4,4,4,5,4,5,5,5,5,5,4
1099490374632161451,2024-03-03,2024-03-19,6,6,6,5,5,5,5,5,5,5,6
1099533860586567745,2024-03-10,2024-03-16,2,2,2,5,5,5,5,5,5,5,2
1099581988109024949,2024-03-10,2024-03-10,1,1,1,5,5,5,4,5,4,5,1
1101645730391528402,2024-03-15,2024-03-18,2,2,2,5,5,5,5,5,5,5,2
1103227021609053423,2024-03-07,2024-03-07,1,1,1,5,5,5,5,5,5,5,1
1103995366154338815,2024-03-10,2024-03-10,1,1,1,5,5,5,5,5,5,5,1
1105290257771948038,2024-03-10,2024-03-20,4,4,4,5,5,5,5,5,5,5,4
1108325765933400698,2024-03-17,2024-03-17,1,1,1,5,5,5,5,5,5,5,1
464384,2012-09-17,2023-09-04,95,3,0,4,4,4,5,5,5,5,1
1526583,2018-11-10,2023-09-02,34,2,0,5,5,5,5,5,5,5,1
1529013,2014-10-07,2023-11-01,134,5,0,5,5,5,5,5,5,5,1
1559076,2013-10-18,2023-12-01,28,5,1,5,5,5,5,5,5,5,0
1664166,2014-06-02,2023-10-16,147,27,0,5,5,5,5,5,5,5,1
3664955,2014-08-13,2023-11-19,150,31,1,5,5,5,5,5,5,5,1
3665425,2015-08-19,2023-11-04,31,22,0,5,5,5,5,5,5,5,0
4574645,2015-06-11,2023-08-18,54,7,0,5,5,5,5,5,5,5,1
5395880,2015-09-26,2020-08-18,15,0,0,5,5,5,5,5,5,5,0
5420833,2015-06-10,2023-12-08,133,8,1,5,5,5,5,5,5,5,1
6013819,2015-06-12,2017-08-12,5,0,0,5,5,5,5,5,5,5,0
6170275,2017-04-18,2023-08-11,18,2,0,5,5,5,5,5,5,5,0
6262372,2015-06-13,2023-12-04,188,19,1,5,5,5,5,5,5,5,2
6349369,2015-05-12,2023-10-19,91,12,0,5,5,5,5,5,5,5,1
6350400,2016-04-12,2023-12-01,88,9,1,5,5,5,5,5,5,5,1
6425184,2021-07-29,2023-11-27,6,1,1,5,4,5,5,5,5,4,0
6465000,2015-06-01,2018-12-08,151,0,0,5,5,5,5,5,5,5,1
6504088,2016-03-18,2023-10-19,36,4,0,5,5,5,5,5,5,5,0
6577123,2015-06-12,2023-12-01,19,4,1,5,5,5,5,5,5,5,0
6600452,2015-06-15,2023-11-26,283,34,1,5,5,5,5,5,5,5,3
6645164,2015-06-22,2023-09-28,148,9,0,5,5,5,5,5,5,5,1
6729013,2015-06-14,2017-04-09,6,0,0,5,5,5,5,5,5,4,0
6821819,2015-07-26,2023-07-28,175,9,0,5,5,5,5,5,5,5,2
6850453,2015-09-11,2023-10-30,263,31,0,5,5,5,5,5,5,5,3
6958427,2017-03-24,2023-08-27,80,3,0,5,5,5,5,5,5,5,1
7403049,2015-08-13,2023-08-15,23,4,0,5,5,5,5,5,5,5,0
7556469,2015-08-08,2023-11-24,757,71,2,5,5,5,5,5,5,5,7
7916359,2018-12-09,2023-09-19,62,5,0,5,5,5,5,5,5,5,1
8098097,2015-11-09,2019-10-16,24,0,0,5,5,5,5,5,5,5,0
8565594,2015-10-11,2023-12-01,25,2,1,5,5,5,5,5,5,5,0
8703847,2015-11-12,2023-02-12,24,1,0,5,5,5,5,5,5,5,0
8722108,2015-11-19,2023-07-22,8,2,0,5,5,5,5,5,5,5,0
8736262,2015-11-29,2023-11-09,68,12,0,5,5,5,5,5,5,5,1
8848038,2016-08-19,2023-11-14,24,2,0,5,5,5,5,5,5,5,0
8868539,2022-09-08,2022-11-21,5,0,0,5,5,5,5,5,5,5,0
8885819,2019-08-06,2023-10-11,24,8,0,5,5,5,5,5,5,5,0
9171210,2016-06-19,2023-05-21,6,1,0,5,5,5,5,5,5,5,0
9229642,2015-11-16,2023-11-15,144,4,0,5,5,5,5,5,5,5,1
9632927,2016-01-18,2023-10-31,98,1,0,5,5,5,5,5,5,5,1
10495242,2023-06-29,2023-06-29,1,1,0,5,5,5,5,5,5,5,0
10862820,2016-03-30,2023-11-24,168,18,1,5,5,5,5,5,5,5,2
11533848,2016-03-09,2023-11-10,80,6,0,5,5,5,5,5,5,5,1
11841673,2016-08-06,2023-11-28,93,22,2,5,5,5,5,5,5,5,1
12113228,2016-06-04,2019-12-30,23,0,0,5,5,5,5,5,5,5,0
13039593,2016-06-01,2023-12-07,91,25,3,5,5,5,5,5,5,5,1
13141728,2016-09-27,2023-11-20,457,63,2,5,5,5,5,5,5,5,5
14016269,2016-08-11,2016-08-28,3,0,0,5,5,5,5,5,5,5,0
14369936,2017-03-02,2023-06-10,20,1,0,5,5,5,5,5,5,5,0
14533478,2016-09-14,2023-11-23,137,39,1,5,5,5,5,5,5,5,2
15019119,2017-10-09,2023-11-30,317,70,3,5,5,5,5,5,5,5,4
15115319,2016-10-14,2023-12-03,351,56,5,5,5,5,5,5,5,5,4
15230180,2017-01-25,2023-11-13,61,12,0,5,5,5,5,5,5,5,1
15269088,2017-02-08,2023-10-16,35,7,0,5,5,5,5,5,5,5,0
15324736,2016-10-10,2023-08-25,153,5,0,5,5,5,5,5,5,5,2
15379668,2016-10-23,2023-11-04,218,56,0,5,5,5,5,5,5,5,3
15759774,2017-01-29,2022-11-06,119,0,0,5,5,5,5,5,5,5,1
15760079,2018-09-29,2023-12-11,117,25,4,5,5,5,5,5,5,5,2
15835120,2020-08-14,2022-06-16,3,0,0,5,5,5,5,5,5,5,0
15928457,2016-11-26,2018-08-06,58,0,0,5,5,4,5,5,5,5,1
15962345,2018-07-04,2023-02-05,76,2,0,5,5,5,5,5,5,5,1
16312922,2017-01-22,2021-08-02,10,0,0,5,5,5,5,5,5,5,0
16465699,2017-12-15,2023-08-24,113,2,0,5,5,5,5,5,5,5,2
16703673,2017-02-20,2023-09-01,135,12,0,5,5,5,5,5,5,5,2
16857846,2017-02-10,2023-11-30,146,31,2,5,5,5,5,5,5,5,2
16994402,2017-02-24,2023-12-10,602,86,6,5,5,5,5,5,5,5,7
17736300,2017-08-04,2023-12-04,147,33,3,5,5,5,5,5,5,5,2
17991311,2017-04-30,2023-12-10,193,21,4,5,5,5,5,5,5,5,2
18117456,2021-09-30,2022-06-07,4,0,0,5,5,5,5,5,5,5,0
18117508,2017-08-25,2023-01-31,10,1,0,5,5,5,5,5,5,5,0
18152359,2017-06-14,2023-12-10,44,20,1,5,5,5,5,5,5,5,1
18361859,2017-05-29,2020-08-31,29,0,0,5,5,5,5,5,5,5,0
18489971,2018-06-06,2023-10-11,44,1,0,5,5,5,5,5,5,5,1
18687663,2017-08-31,2022-06-15,6,0,0,5,5,5,5,5,5,5,0
19135087,2017-06-11,2023-07-23,23,4,0,5,5,5,5,5,5,5,0
19229078,2017-08-03,2023-11-30,432,58,2,5,5,5,5,5,5,5,6
